latitude,longitude,name,desc,address,city,state,zip,country,precision,color
0,0,"35. FAMILY SAVINGS BANK,3683 Crenshaw Boulevard,Los Angeles, CA",-,,,,,,Google error: Unknown address
0,0,"36. JACK%u2019S CHILI FACTORY,3630 Crenshaw Boulevard,Los Angeles, CA",-,,,,,,Google error: Unknown address
0,0,"37. STEVIE%u2019S ON THE STRIP,3403 Crenshaw Boulevard,Los Angeles, CA",-,,,,,,Google error: Unknown address
0,0,"38. WEST ANGELES CHURCH OF GOD IN CHRIST,3045 Crenshaw Boulevard,Los Angeles, CA",-,,,,,,Google error: Unknown address
0,0,"39. LEO%u2019S BARBECUE TAKEOUT,2619 Crenshaw Boulevard,Los Angeles, CA",-,,,,,,Google error: Unknown address
0,0,"40. SUGAR RAY ROBINSON%u2019S YOUTH FOUNDATION,,Los Angeles, CA",-,,,,,,Google error: Unknown address
0,0,"41. WILFANDEL CLUB HOUSE,3425 West Adams Boulevard,Los Angeles, CA",-,,,,,,Google error: Unknown address
0,0,"42. ELEGANT MANOR,,Los Angeles, CA",-,,,,,,Google error: Unknown address
0,0,"43. REV. CARL BEAN%u2019S AIDS HOSPITAL,,Los Angeles, CA",-,,,,,,Google error: Unknown address
0,0,"44. AMATEUR ATHLETIC FOUNDATION OF L.A.,2141 West Adams Boulevard,Los Angeles, CA",-,,,,,,Google error: Unknown address
0,0,"45. MARVIN GAYE HOME,2101 Gramercy Place,Los Angeles, CA",-,,,,,,Google error: Unknown address
0,0,"46. MILLS BROTHERS%u2019 HOME,2092 24th Street,Los Angeles, CA",-,,,,,,Google error: Unknown address
0,0,"47. FAME ARMS,2420 South Western Avenue,Los Angeles, CA",-,,,,,,Google error: Unknown address
